battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,px_area,ram_bin,n_cores_2,n_cores_3,n_cores_4,n_cores_5,n_cores_6,n_cores_7,n_cores_8
1.0709596416029432,1,2.1,0,1,0,13,1.0,0.44505911917461083,2,0.7407994641769331,0.3089265490452283,1.0685374441177196,17,1.0,15,1,0,0,3,0.5341741497272855,3,True,False,False,False,False,False,False
1.6172729695121304,0,2.6,1,4,0,47,0.3,1.6600640156578983,7,-0.5385105434627476,-0.9940385675972546,-0.6373794082613471,11,5.0,20,0,0,1,1,-0.6893493859438015,1,False,False,True,False,False,False,False
0.8273949495767638,1,2.8,1,4,1,38,0.7,-0.7416898494834838,20,-0.4053901017506821,-1.0727256261511522,-1.0025378263922176,8,7.0,20,1,0,0,0,-0.6499650013854816,0,False,True,False,False,False,False,False
-1.674264831140723,0,1.2,1,5,1,8,0.4,-0.826457632959062,13,-1.0033039501184342,-0.01507898617670349,0.4230553918661808,11,5.0,12,1,0,0,1,-0.7910354910986793,2,False,True,False,False,False,False,False
-0.6317168970473572,1,1.4,1,0,1,57,0.6,-0.7416898494834838,3,-0.800238869540707,0.42232848637290443,0.6065567181491183,18,9.0,7,1,1,1,2,-0.5895556706759819,2,False,False,False,False,False,False,True
-1.637843942613444,1,1.6,1,7,1,51,0.3,-0.2330831486300147,19,-0.21586269321147014,-1.4036741371278398,1.5111537085187745,16,1.0,4,1,0,1,3,-0.6649907459444193,3,False,False,True,False,False,False,False
-0.643098424712132,0,0.5,0,1,1,41,1.0,0.07773205744710533,6,-0.3038575614618185,-0.40851427894619213,1.071303795770226,17,8.0,12,1,1,0,3,-0.4303114838192564,3,False,False,False,False,False,True,False
0.4882254251664767,0,1.6,1,12,1,52,0.3,-1.250296550336953,18,-1.034891851541636,0.1376664804279215,0.2294107761907192,10,1.0,10,1,1,1,2,-0.7971721894704785,2,True,False,False,False,False,False,False
-0.8821105056724015,0,0.5,0,3,0,21,0.4,1.688319943483091,7,1.185286362774847,0.0265788683518306,-1.5180013509759462,12,7.0,10,1,0,1,0,0.6909482190003938,0,False,False,False,True,False,False,False
0.7750399223188,1,0.5,1,0,0,5,0.2,-1.4763439729384948,9,1.607210474641902,1.1281976881063986,1.2981446312757667,17,11.0,12,0,0,1,3,1.7554494924414086,3,False,False,False,False,False,True,False
0.7500005614562957,1,0.5,0,16,0,33,1.0,0.2755235522234544,20,-0.5249728714242325,-1.3828452098635728,-1.4903378344508804,5,1.0,6,1,1,1,0,-0.7670857231016635,0,False,False,False,False,False,False,True
0.1832004837505138,1,0.9,0,3,1,41,0.9,-0.939481344259833,18,-1.2650322761963935,-0.2303112345741296,0.09478166243539826,18,5.0,3,1,1,1,1,-0.974756516940722,2,False,False,False,False,False,False,False
0.16271373395391928,1,2.2,1,0,1,51,0.6,-1.1372728390361821,0,-1.0551983595994088,1.5447762333917396,1.586767320353955,7,5.0,12,1,1,0,3,-0.6808728300953335,3,False,False,True,False,False,False,False
-1.3533057509940756,1,2.7,0,0,0,22,0.7,0.47331504699980353,3,-0.7551132960789899,-0.8574933777537261,-0.795061452454223,12,1.0,15,1,0,0,0,-0.7623951531394136,1,False,False,False,False,False,False,True
-1.168925002824725,0,1.3,1,16,0,60,0.4,0.5580828304753818,17,1.1018040518706702,-0.00582168517036258,-0.7360459505340823,10,4.0,15,1,0,0,1,0.6154371586695698,1,False,False,False,False,False,False,True
-1.4785025553065976,1,2.3,1,1,0,61,0.6,0.5580828304753818,10,-0.4888724126548588,-1.0102388443583512,-0.010339700359852325,13,7.0,2,1,0,1,1,-0.6711600093429556,1,False,False,True,False,False,False,False
1.1073805301302224,1,1.6,1,6,1,6,0.5,-0.6004102103575202,18,-0.08274225149940459,0.1284091794215806,1.2031665578730404,6,5.0,4,1,1,0,3,-0.13283840736017413,3,True,False,False,False,False,False,False
-1.0209651431826532,0,2.0,1,16,1,11,0.3,-1.5045999007636874,17,-0.673887263847899,-1.2069564907430954,0.9634160813224689,6,1.0,2,1,0,1,2,-0.787338757507963,3,False,False,False,False,True,False,False
-1.5445154157622911,0,0.5,1,15,0,50,0.3,0.5298269026501891,20,1.810275555219629,0.8365927064066601,0.023778636687729005,18,12.0,11,1,1,0,2,1.7241653567559274,2,True,False,False,False,False,False,False
0.2469370386732523,0,2.9,0,5,0,44,0.6,-0.2330831486300147,14,-0.4775910192894295,-0.6584614061173967,0.3317657873334632,18,2.0,11,1,0,1,2,-0.5866802994263025,2,False,False,False,False,False,False,False
0.9275523930267815,1,2.3,0,8,1,41,0.2,1.2644810261052,10,2.4352647476644114,1.5748624616623477,1.1201760082978427,18,10.0,19,1,1,0,3,2.9267507863471334,3,True,False,False,False,False,False,False
0.03296431857548729,1,0.5,1,5,1,5,0.2,0.3320354078738399,19,0.08873492765512052,-1.243985694768459,-0.22703724647286888,15,5.0,4,1,1,0,1,-0.5029616462456173,1,True,False,False,False,False,False,False
0.950315448356331,0,1.0,0,5,1,34,0.1,0.7276183974265381,7,0.5287092689068625,0.47324364190777946,-0.4566444336309162,15,12.0,14,1,1,0,1,0.45250829934314174,1,False,True,False,False,False,False,False
-0.09906140233589965,1,2.8,0,1,1,20,0.8,-0.8547135607842548,14,2.108104340066962,0.9268513912184839,-1.4940263033208891,9,3.0,12,1,1,0,0,2.055286548619187,0,True,False,False,False,False,False,False
0.6270800626767284,0,2.9,0,0,0,27,0.2,-0.6286661381827129,1,-1.0371481302147219,1.29251478096895,-0.8964943463794647,8,3.0,20,0,1,1,1,-0.6868093138583043,0,False,True,False,False,False,False,False
1.1028279190643124,1,1.1,1,1,0,42,1.0,0.6711065417761527,14,-1.0010476714453482,1.2485426011888305,1.3488610782383876,10,5.0,3,1,0,0,3,-0.6565093656475458,3,False,False,False,False,False,False,True
-0.4200204824825472,1,1.8,1,3,1,40,0.8,1.57529623218232,10,-1.3958964392353732,-1.1051261796733456,0.15840775044304994,16,12.0,12,1,0,1,1,-1.0676536832128756,2,False,False,False,False,False,True,False
-1.503541916169102,1,2.6,1,2,1,57,0.2,0.6145946861257672,8,0.8558696765043118,0.42001416112131923,-0.7876845147142053,15,3.0,5,1,0,1,0,0.6787085933956339,1,False,False,False,False,False,False,True
-1.462568416575913,0,2.1,1,9,0,64,0.8,-0.826457632959062,15,0.5399906622722919,1.3943450920387,1.0270421693301206,16,13.0,10,0,0,0,3,0.8861176609086939,3,False,False,False,False,False,False,True
0.7021981452642417,1,3.0,1,2,1,14,0.7,1.6318080878327055,19,0.8942264139467714,1.343429936503825,-0.06013403010497102,5,5.0,15,1,0,1,2,1.209541445340974,1,False,True,False,False,False,False,False
1.1870512237836455,0,1.4,1,5,0,63,0.8,-0.37436278775597837,19,1.6613611627959626,0.30429789854205785,-0.06566673340998422,19,12.0,16,0,1,0,2,1.2123902821244235,1,False,False,False,False,False,False,True
0.9457628372904211,1,1.5,1,0,1,43,0.3,-0.8829694886094475,0,-0.22488780790381355,-1.4407033411532033,0.9108553999248437,12,5.0,10,1,1,0,3,-0.6786391104835858,3,True,False,False,False,False,False,False
0.4973306472982965,0,1.9,1,1,1,16,0.3,-1.0807609833857965,10,0.8287943324272815,0.08212267438987605,-0.6309245877388316,17,8.0,12,1,0,1,1,0.47958672213112596,1,False,True,False,False,False,False,False
-0.3767706773564032,1,0.5,1,0,0,51,0.5,0.13424391309749079,0,0.10001632102054979,-1.0356964221257887,0.7227434875543952,6,5.0,18,0,1,0,2,-0.4237562645482798,2,False,False,False,False,False,True,False
1.5876809975837163,0,2.1,1,10,1,46,0.6,-1.024249127735411,20,0.04812191153957509,-0.49877296375801594,0.3944697581236127,14,7.0,13,1,0,0,2,-0.2594210785116477,2,False,True,False,False,False,False,False
-0.94584706059514,1,2.7,1,13,0,60,0.5,0.219011696573069,19,0.39784510586788285,0.45704336514668287,-1.1242572991025077,14,11.0,17,1,1,1,0,0.3437145755748573,0,False,False,False,False,False,False,True
-0.5725329531905287,0,1.3,1,0,1,61,0.4,-0.939481344259833,9,-0.14591805434580857,-0.998667218100425,1.6955771520192142,9,4.0,20,1,0,1,3,-0.5182430865700466,3,False,True,False,False,False,False,False
1.1802223071847806,0,0.5,0,8,0,49,0.5,1.1232013869792363,14,-0.8589021150409393,-1.2463000200200443,-0.06290038175747761,7,5.0,4,0,0,0,1,-0.8649701629130053,1,False,False,False,False,True,False,False
-0.39953373268595266,0,1.4,1,2,1,48,1.0,-0.3461068599307856,4,-1.1702685719267876,-1.3157297775676011,0.7245877219893996,15,13.0,9,1,1,1,2,-0.988239644122,2,False,False,False,True,False,False,False
0.5587908966880801,0,3.0,0,3,0,12,0.6,-0.17657129297962923,5,0.6099353011379534,-0.6538327556142262,-0.6152485950412943,14,4.0,20,1,1,0,1,-0.022309088278010168,1,False,True,False,False,False,False,False
-1.0004783933860588,1,2.3,0,1,1,63,0.8,0.10598798527229807,6,-0.642299362424697,-0.6399468041047148,-1.5613408601985497,15,6.0,6,1,1,1,0,-0.6683377070257366,0,False,False,False,False,False,False,True
-0.1878373181211426,1,1.2,1,0,1,50,0.8,0.5298269026501891,0,-0.7302942306750454,-1.630478011783192,-1.525378288715964,7,5.0,15,1,1,0,0,-0.8804216650437285,0,True,False,False,False,False,False,False
1.0959990024654476,0,2.0,0,15,1,55,0.5,0.7841302530769236,18,0.24216187742495876,0.23486814099450104,0.02193440225272461,14,2.0,5,1,1,1,2,0.13593884998297917,2,True,False,False,False,False,False,False
-1.2212800300826885,0,2.6,1,2,1,9,0.7,0.021220201796719875,3,-0.3196515121734195,0.7370767205884954,0.7660829967769985,10,4.0,19,1,0,0,2,-0.1384866303309162,2,False,True,False,False,False,False,False
-1.417042305916814,0,1.9,1,13,1,44,0.8,-1.674135467714844,17,0.012021452770201387,0.8481643326645862,1.145073173170402,18,8.0,13,1,1,0,3,0.17756057248935073,3,False,True,False,False,False,False,False
0.27197639953575675,1,0.5,0,11,1,36,0.3,0.4168031913494181,14,2.0742601599706743,1.4036023930450408,0.8702822423547469,9,4.0,4,1,1,0,3,2.4142375711095876,3,False,False,True,False,False,False,False
1.42833961027687,0,1.4,0,0,0,30,0.5,1.1797132426296217,0,-1.2131378667154187,1.2253993486729782,1.5766240309614308,16,11.0,8,0,0,0,3,-0.860865763432024,3,False,True,False,False,False,False,False
0.007924957712982869,0,1.1,1,0,0,10,0.6,0.6993624696013454,1,-0.4211840524622831,-0.061365491208408035,-0.9905503025646889,11,1.0,4,1,0,1,0,-0.41469233210644196,0,True,False,False,False,False,False,False
-0.16507426279159312,0,1.5,1,0,1,43,0.8,-1.7023913955400367,1,-0.9942788354260906,-1.5008757976944194,1.7232406685442803,7,1.0,7,1,1,0,3,-0.9437654664958751,3,False,False,True,False,False,False,False
0.476843897501702,1,0.5,1,6,1,45,0.8,-0.06354758167885831,11,-0.170737119749753,1.0934828093326203,1.1561385797804282,13,11.0,2,1,1,1,3,0.09236322587237908,3,False,False,False,False,False,True,False
0.38351537065054914,1,2.4,0,1,1,22,0.7,-1.024249127735411,4,1.1875426414479326,-0.07988009322108985,0.06250755982282133,9,7.0,13,1,0,1,2,0.6274476229750684,2,False,False,True,False,False,False,False
-1.4420816667793184,0,1.0,0,8,1,9,0.1,0.049476129621912605,16,-1.0958113757149541,-0.5219162162738682,-1.5973034316811354,15,6.0,4,1,0,0,0,-0.8948636513456003,0,False,True,False,False,False,False,False
-0.45644137100982635,0,1.2,0,3,0,43,0.7,0.021220201796719875,5,-1.4477908487163478,-1.4198744138889363,1.4613593787736558,11,5.0,12,1,1,1,3,-1.0897810158247128,3,False,False,False,False,False,False,False
-1.0050310044519686,1,2.9,1,4,0,38,0.5,-1.4198321172881094,6,0.2647246641558173,0.37372765608961467,-1.4147242226157002,9,2.0,6,0,1,0,0,0.20747335871556769,0,False,False,True,False,False,False,False
-0.9549522827269598,0,0.6,1,8,1,42,0.9,1.3492488095807782,20,-0.6919374932325859,-0.02202196193145917,-0.2860527483930096,5,4.0,13,1,0,1,1,-0.5850399869684316,1,False,False,False,False,True,False,False
-0.28344215050525035,0,2.8,0,4,1,9,0.4,1.6035521600075127,15,0.8897138566005997,-0.417771579952533,-1.1224130646675032,10,7.0,17,1,1,0,0,0.2505568890888065,0,False,True,False,False,False,False,False
-0.01028548655065671,1,1.6,1,1,0,33,0.6,0.8971539643776945,3,-1.0822737036764392,-1.0958688786670046,-0.6226255327813119,11,7.0,6,0,0,1,0,-0.9370920482389637,1,False,False,False,False,False,False,False
-0.08995618020407986,1,2.5,1,15,1,16,0.2,-0.6851779938330984,20,1.1785175267555892,0.6954188660599613,1.2206867850055823,17,13.0,10,1,0,1,3,1.0935038122918277,3,False,False,True,False,False,False,False
-0.3084815113677548,0,1.0,1,6,0,29,0.7,-0.826457632959062,8,0.7768999229463068,0.5426733994553362,-0.264844052390459,8,7.0,16,0,1,1,1,0.6815007429103185,1,False,False,False,False,True,False,False
0.7978029776483495,1,0.6,1,0,1,58,0.9,-1.561111756414073,7,-0.737063066694303,-0.10533767098852735,1.2354406604856174,19,10.0,6,1,1,1,3,-0.6288508029387999,3,False,False,False,False,False,True,False
-0.5452172867950693,0,2.9,1,11,1,64,0.2,1.6600640156578983,19,1.6952053428922504,0.8435356821614158,0.4322765640412028,14,11.0,16,1,1,0,2,1.6300017727773293,2,False,False,True,False,False,False,False
0.6179748405449087,1,0.9,1,2,0,45,0.9,1.1232013869792363,3,0.1406293371360952,1.1582839163770067,1.2538830048356613,9,6.0,11,0,1,1,3,0.40322173443252807,3,False,False,False,True,False,False,False
-0.5247305369984747,0,0.8,0,11,0,61,1.0,-0.7416898494834838,15,0.9731961675047763,-0.2997409921216864,-0.10623989098008094,10,3.0,11,1,0,0,1,0.36459961272227764,1,False,True,False,False,False,False,False
-0.25385017857683606,1,2.9,1,5,1,57,0.8,0.6428506139509599,13,0.6370106452149836,-0.468686735487408,-0.0702773194974952,11,5.0,17,1,1,1,1,0.08125734564291229,1,False,False,False,False,False,False,False
0.3948968983153239,1,2.4,0,5,0,25,0.8,-1.250296550336953,17,-0.29257616809638926,1.486918102102109,-1.186961269892657,15,9.0,4,0,0,1,1,0.0858791672153837,0,False,False,False,False,False,False,True
0.5861065630835395,1,2.0,1,4,0,42,0.5,1.1797132426296217,5,-1.240213210792449,-1.181498912975658,-1.1712852771951199,16,5.0,7,0,1,1,0,-1.0070610234639668,0,False,False,False,True,False,False,False
-0.3540076220268537,1,2.9,1,1,1,64,0.8,1.066689531328851,11,0.8558696765043118,-0.30899829312802735,1.001222887240059,13,3.0,4,1,0,0,3,0.2892851486639779,3,False,True,False,False,False,False,False
-1.2986744182031569,0,0.5,1,0,0,3,0.1,0.4168031913494181,13,0.04586563286648924,-0.11228064674328303,0.5733604983190391,9,5.0,8,1,1,1,2,-0.12652441050947272,2,False,False,False,True,False,False,False
0.16043742842096434,0,1.1,1,0,0,33,0.5,-1.1372728390361821,14,-0.20006874249986914,0.34827007832217716,0.19344820470813345,10,1.0,11,1,0,1,2,-0.15098918837377595,2,False,False,True,False,False,False,False
1.1051042245972673,0,2.0,1,2,1,57,0.5,1.038433603503658,5,2.1645113068941084,1.5563478596496658,0.6434414068492061,19,3.0,16,1,1,0,3,2.6316392773825448,2,False,True,False,False,False,False,False
1.681009524434869,1,2.0,1,7,1,54,1.0,0.8688980365525018,18,1.309381689794569,-0.02202196193145917,-0.14128034524516447,18,7.0,14,1,1,0,2,0.743678233960435,1,False,False,False,False,False,True,False
-0.8047161175519333,0,2.3,1,0,1,15,0.4,-1.052505055560604,0,0.2782623361943325,-1.040325072628959,-0.6585881042638976,16,10.0,5,1,1,1,0,-0.34900384872922113,1,False,False,False,False,False,True,False
-0.8183739507496629,1,2.5,0,11,1,14,0.7,-1.6176236120644585,15,-0.5475356581550911,-0.33908452139863526,-1.63695447203373,16,10.0,2,1,0,1,0,-0.5557592034833355,0,False,False,False,False,True,False,False
0.19002940034937865,0,1.7,1,6,0,7,0.8,-0.007035726028472855,9,-1.0574546382724948,1.7090933262542907,-0.65121116652388,19,17.0,12,0,1,0,1,-0.6680301484398858,1,False,True,False,False,False,False,False
-0.23108712324728659,1,1.0,0,18,0,7,1.0,1.57529623218232,19,0.6685985466381856,-0.1678244527813285,1.3756024775459514,13,5.0,12,1,1,1,3,0.24667079589817423,3,False,True,False,False,False,False,False
0.2651474829368919,0,2.3,0,10,1,23,0.2,-0.2330831486300147,16,0.012021452770201387,-0.8343501252378739,-1.1473102295400626,19,4.0,8,1,1,0,0,-0.3932645445134026,0,False,False,False,True,False,False,False
0.9708021981529256,1,0.5,0,3,1,60,0.2,1.5187843765319347,18,2.090054110682275,1.0009097992692113,-0.4824637157209778,18,17.0,14,1,0,0,2,2.1000188342350063,1,False,False,False,False,True,False,False
-1.3237137790656612,0,2.5,0,0,0,37,0.7,0.021220201796719875,1,-0.38282731501982353,-0.672347357626908,-0.6567438698288932,14,3.0,18,0,1,0,0,-0.5411399187025615,1,True,False,False,False,False,False,False
-1.4693973331747778,0,0.5,0,6,0,31,0.4,0.44505911917461083,7,1.3251756405061699,0.15155243193743287,-0.39855104892827775,6,2.0,7,1,0,0,1,0.8656993891445058,1,False,False,False,False,False,True,False
1.467036804337104,1,0.5,0,3,1,10,0.3,0.16249984092268352,13,0.42943300729108486,1.1281976881063986,0.4387313845637182,16,8.0,20,1,0,0,3,0.6605915835208707,2,False,False,False,False,True,False,False
1.123314668860907,1,1.1,0,4,1,12,0.8,-0.6004102103575202,9,0.4023576632140546,-0.8574933777537261,-0.7526440604491218,16,7.0,11,1,0,1,1,-0.21728917058639424,1,False,False,False,False,False,False,True
-1.5832126098225252,0,0.5,0,0,0,57,0.7,1.462272520881549,4,-0.5746110022321214,-0.6191178768404477,0.26629546489080713,17,14.0,15,1,0,0,1,-0.6288146195757587,2,False,False,False,True,False,False,False
1.594509914182581,1,2.8,1,0,1,55,0.6,1.6600640156578983,10,-0.7348067880212171,-1.6929647935759933,-0.9933166542171955,14,10.0,18,1,1,0,0,-0.8921619602385189,0,False,False,True,False,False,False,False
-1.5604495544929757,0,2.4,1,1,1,8,0.5,-0.5438983547071348,3,-0.7235253946557879,-0.8088925474704364,-0.8485442510693504,11,4.0,8,1,1,1,0,-0.739287251389158,0,False,False,False,False,False,True,False
-0.9253603107985454,0,0.7,1,2,1,39,0.7,-1.052505055560604,3,-1.1747811292729593,0.5843312539838703,-0.29988450665554256,5,2.0,11,1,0,1,1,-0.8661099388488053,1,False,False,True,False,False,False,False
0.9616969760211057,0,1.9,1,5,0,23,1.0,0.8971539643776945,10,0.45199579402194345,0.8851935366899498,0.5088122930938852,12,6.0,11,0,1,1,3,0.5744269349985958,2,False,False,False,True,False,False,False
0.952591753889286,1,2.4,0,3,0,42,0.1,1.6318080878327055,16,2.536797287953275,1.2601142274467567,0.4359650329112116,18,1.0,14,1,0,0,3,2.7412748673975895,2,False,False,False,True,False,False,False
-0.23563973431319649,1,2.0,1,0,0,46,0.3,-1.6176236120644585,4,-0.7957263121945353,1.375830490026018,0.8343196708721612,19,17.0,9,1,1,1,3,-0.4404995127395763,2,False,False,False,False,False,False,False
1.2211958067779698,1,1.5,0,3,0,41,0.1,0.6428506139509599,7,2.2276871097405126,1.4290599708124783,0.20174725966565324,19,13.0,14,1,1,1,3,2.5882879901228004,2,False,False,False,False,False,False,False
-1.0368992819133378,0,1.8,1,0,1,43,1.0,-0.9677372720850257,4,1.246205886948165,0.5079585206815579,-0.09978507045756554,16,4.0,18,1,1,0,1,1.0326216856385888,1,False,True,False,False,False,False,False
-1.4147660003838591,1,2.3,0,0,0,32,0.5,1.6600640156578983,20,0.27600605752124663,-0.8736936545148227,0.08187202139036749,18,13.0,7,0,0,0,1,-0.28327797587685766,2,False,False,False,False,False,True,False
-0.8456896171451224,0,1.4,1,0,1,4,0.7,-0.1483153651544365,1,-1.2988764562926813,1.6720641222289272,-1.2303007791152605,13,6.0,3,1,1,0,0,-0.9261984437393391,0,False,False,False,False,True,False,False
0.16271373395391928,1,1.1,1,13,0,7,1.0,1.5187843765319347,14,-1.192831358657646,-1.7091650703370898,0.9754036051499975,8,4.0,5,1,1,0,2,-1.020466959470757,3,False,False,False,True,False,False,False
1.2872086672336631,0,0.5,0,9,1,22,0.6,0.36029133569903266,19,1.1559547400247308,-0.017393311428288715,1.2428175982256349,9,1.0,20,1,0,1,3,0.6446081859534408,3,False,False,False,False,False,True,False
1.5057339983973381,1,2.3,0,1,1,18,0.2,-1.448088045113302,9,0.9235580366968875,0.947680318482751,0.6886251505068138,12,1.0,13,1,1,1,3,1.020677557498666,2,False,False,False,False,False,True,False
-0.7500847847610145,1,1.4,0,0,0,53,0.3,-1.6458795398896513,0,-0.02407900599917232,-0.6445754546078852,0.9800141912375084,12,9.0,4,1,0,0,2,-0.34765662151198456,3,False,False,False,False,False,False,True
-0.35173131649389877,1,2.6,0,3,1,40,0.9,-0.939481344259833,11,-0.7302942306750454,-1.1120691554281013,-0.16525539290022162,15,4.0,10,1,1,0,1,-0.7934272113957072,1,False,True,False,False,False,False,False
0.15816112288800938,0,1.3,1,8,0,46,0.9,1.6600640156578983,12,-0.8363393283100807,-0.6075462505825217,-1.5087801788009243,5,3.0,9,0,1,0,0,-0.764826675135787,0,False,False,False,False,False,False,False
1.2280247233768344,0,0.5,0,0,0,15,0.5,-1.0807609833857965,0,1.8035067192003715,1.6257776171972225,-0.8393230788943284,5,5.0,14,1,0,0,1,2.312634687689705,1,False,True,False,False,False,False,False
1.0527491973393035,1,1.6,1,3,0,10,0.3,1.5187843765319347,7,-0.21586269321147014,0.20015326222072263,0.43688715012871376,12,9.0,6,0,1,0,2,-0.2052811185050985,2,False,False,False,False,False,False,True
-1.0619386427758424,1,2.4,1,1,1,10,0.5,-1.7023913955400367,2,1.3454821485639425,1.0657109063135977,1.0307306382001293,18,11.0,4,1,1,0,3,1.471701971695981,3,False,False,True,False,False,False,False
-0.9412944495292301,1,0.5,1,7,0,52,0.9,-0.28959500428040014,10,-0.10981759557643488,-0.8991512322822602,1.2999888657107712,10,4.0,6,0,1,0,3,-0.47145679204558455,3,False,True,False,False,False,False,False
0.31977881572781064,0,1.1,0,5,1,36,0.8,1.688319943483091,7,-0.2429380372885004,0.28809762178096127,1.200400206220534,5,4.0,17,1,1,1,3,-0.19998869860426224,3,True,False,False,False,False,False,False
-0.16507426279159312,0,2.0,0,3,1,25,0.8,1.6318080878327055,4,-1.3236955216966257,-0.11228064674328303,0.33545425620347197,13,5.0,15,1,0,0,2,-1.0072527952880854,2,False,False,False,True,False,False,False
0.9571443649551958,0,2.8,0,5,0,16,0.6,-1.448088045113302,20,0.3910762698486253,-0.8088925474704364,1.042718162027658,19,14.0,9,0,0,1,3,-0.20185817236139447,3,False,False,False,False,False,False,False
